,Unnamed: 0,content,intensity,sentiment
722,722,movie is pretty interesting actually gonna finish watching it  probably seeing star trek tomorrow lt3 zq lol,1,happiness
723,723,im weary i feel burdened and i could definitely use some rest,1,sadness
724,724,i just got a whole pile of presents so im feeling generous,1,happiness
725,725, hahahaha your watching 106 too i miss oceans 10,1,happiness
726,726,i feel bad that i don t have anything for you,1,sadness
727,727,today i was so happy got i got off school early but now im bored,2,happiness
728,728,yea  headed home to change and head over to pelham  sad thought suposed to be heading over there for the nkotb concert,1,sadness
729,729, now i cant call your kitten by its new name because ryan makes fun of the way i say kitten,1,happiness
730,730, oh cool you are coming to berlin      ,1,happiness
731,731,i will share my home my life and what i feel is gorgeous fun and noteworthy all the while tracking my existence day to day,1,happiness
732,732,on the way to kuya jordans house for an os sleepover  ,1,happiness
733,733,i do reviews only on my personal experience please do not feel insulted or put off by my words i intend only to advise,1,anger
734,374,i feel burdened by the desire to do something but what can we do,1,sadness
735,735, oh thank you thank you was hoping the video will be online,1,happiness
736,736,i feel very valued by my patients,3,happiness
737,737,i feel is a mistake as she is not as strong as she needs to be,1,happiness
738,738,ive been at the lowest ive ever been feeling really shitty about myself,2,sadness
739,739,i feel im pretty spot on in this instance but im just guessing,1,happiness
740,740, im doing great thank you,1,happiness
741,741,i guess she didnt feel the need to rescue her son from the vicious man eaters,1,anger
742,742,i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,1,anger
743,743,im feeling too stressed doing homework that i dont feel like going out,2,sadness
744,744,i feel shamed in a way but in another way i just dont care anymmore,1,sadness
745,745,when we were able to afford a new sofa a leather one which cost sek i had waited for it for years,1,happiness
746,746,i feel a little lame admitting it because these are not high ticket price items however i didnt want to buy both so i had to make a choice,2,sadness
747,747,i have been feeling agitated about lately,1,anger
748,748,i don t feel pretty when i m in cardiff,1,happiness
749,749,is soooo hungry right now why is it not lunch time,2,sadness
750,750,i feel badly about something that makes me really happy,1,happiness
751,751, i know lame,1,sadness
752,752,no onethalia and fat joewtf is up with terriim not getn ne funnies today,1,sadness
753,753,i was studying in the library and a classmate told me that she had obtained a grant to work in the library,1,happiness
754,754, quotyou guys could have fun in a cardboard boxquot i miss you already bro,1,sadness
755,755,yspitta was caught in traffic around the howlin wolf for about 30mins i was wondering wth was going onmusta been nice,1,sadness
756,756,went to a party last night dindin and i showed up in matching outfits  great minds think alike  anyway happy birthday ate lara,1,happiness
757,757,family bbq today amp my fave cousin comes too,1,happiness
758,758,i know but it still feels very unpleasant,3,sadness
759,759,i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,1,happiness
760,760,i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up,1,anger
761,761,i feel very awkward,3,sadness
762,762,i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around,1,sadness
763,763,  didnt drink enough for a hangover just tired and over worked,1,sadness
764,764,my blog is crashing my browser,1,sadness
765,765,i was trying to be a friend to him so that he wouldnt feel rejected by me,1,sadness
766,766,i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,1,anger
767,767,i feel more and more convinced especially after a very rough last year that finding someone you love and who loves you wholeheartedly in return can change the course of your life and give the spice and emotional support to live it,2,happiness
768,768,i cry about feeling shitty i cry because dad made fun of me for being sick haha i kid you not that has happened many times all in good fun i cry because thats what i do in all adverse situations,1,sadness
769,769,i don t feel the author s talented,1,happiness
770,770,i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,1,anger
771,771,mrsbates left,1,sadness
772,772,watchin my favie  in because i said sothen catching up on much needed sleep goodnight,1,happiness
773,773,i ended up feeling pretty terrific about myself yesterday,2,happiness
774,774,i am socialising and feel so awkward around other people at times that i eat to cover the fact i have nothing to contribute to the conversation,2,sadness
775,775,havnt gotten any in months  my ex seems into dating but there isnt that spark anymore  still in love with loser who left me,1,sadness
776,776,when i learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes  i was very angry,3,anger
777,777,i feel stress being relieved each time i run on the treadmill or swim in our multi coloured pool every other day,1,happiness
778,778, yeah but no new material,1,sadness
779,779,im feeling good though,1,happiness
780,780, cant believe i wasnt following you am now  have an anatomy prac tmw so tonight im all about structr of the lwr limb,1,happiness
781,781, wasssup cocoliciousness i knew u didnt recognize me  hows ur daughter,1,happiness
782,782, jareds wearing a green shirt sparkly eyes yee i hear asylm is highly disorganized  hang in there,1,happiness
783,783, hey guys its leann  i dont know if you remember me but i just wanted to say that im very excited to see you guys go far,3,happiness
784,784,i need a restful weekend but i will have to work instead,1,sadness
785,785,feeling like in 16 again  watching twilight amp enjoying it,1,happiness
786,786,i truly feel that the portrayal of jesus in this movie was gratuitously violent,1,anger
787,787,my phone keeps beeping at me thanks alan and speeeeeen,1,happiness
788,789, the wee girl started crying and her mum came on was such a shame,1,sadness
789,790,i felt unfairly treated at an airport being told to use a different counter for domestic traffic only,1,anger
790,791,happy mothers day to all to all the wonderful moms out there  matalatine,1,happiness
791,792,when i passed the grade 7 exam,1,happiness
792,793,i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,1,happiness
793,794,im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch,1,anger
794,795,i am feeling stressed or overwhelmed i have come to rely on those who i have met here mostly from the so club,1,anger
795,796,i most joyous moment was the day i got my marks  i was very happy when i came to know about my marks at the msc part i examination where i got 715  this was the highest marks i have ever scored in my life,3,happiness
796,797,is in class trying to listen but i really like twitter facebook amp myspace  oh yeaaah amp im hungry,1,happiness
797,798,i must say to get to this point where i feel nothing but just friendly feelings towards him takes alot of time,1,happiness
798,799,i feel nothing he replies suddenly relaxed,1,happiness
799,800,i have hated feeling useless and ineffective,1,sadness
800,801,laying in bed listening to opticon i miss joe veneck,1,sadness
801,802,i always forgive and am still feeling hurt,1,sadness
802,803,prayin for dad  in wellington fl httplooptusf8jqgt via   i too live in welly may i pray f httpbitlylb9sn,1,happiness
803,804,i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,1,anger
804,805,during a lecture a colleague who did not know anything about the subject got on my nerves asking silly questions,1,anger
805,806,i feel infuriated every time that the christmas season draws near,1,anger
806,807, haha malamang as one of my chef,1,happiness
807,808,i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,1,happiness
808,809,off to the bank,1,sadness
809,810,is tired and sad,1,sadness
810,811,when i first saw a person begging,1,anger
811,812,i was feeling emotionally drained,1,sadness
812,813,i am feeling rebellious i will start from the end instead of the beginning a very good place to start,1,anger
813,814,i feel like im back to the arms of a beloved last seen a long time ago,1,happiness
814,815,is home alone yet again mam and dad rather go to the club than stay in with me or take me out yes i think that proves how loved i am  ,1,sadness
815,816,is name in the opening passages saying it may strike the reader as rather singular and far fetched but he may feel assured that it was by no means far fetched and that the circumstances were such that it would have been impossible to give him any other name,1,happiness
816,817,i still find myself visiting there on my blah days when im feeling lost on how to obtain the joy of a peaceful existence,1,sadness
817,818,im starting to learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder,1,sadness
818,819,i write what i feel if you get annoyed and sick of this simply close the tab,1,anger
819,820,im learning mandarin chinese now in preparation for a trip to tianjin this september and already only four lessons in i feel like i have a handle on the basics and im thrilled to have some insight into a language that had always been a total mystery to me,1,happiness
820,821,i feel terrible for never really listening to the women who had told me it was hard for them,1,sadness
821,822, im in bed sick atmbeen sick since yesterday   hru hun,1,sadness
822,823,i feel honored to even be mentioned in the same sentence as derek,1,happiness
823,824,two little children 56 years old begging for money and noone gave them money,1,sadness
824,825,i most days feel like if braeden and calvin are happy then it has been a successful day,1,happiness
825,826,i was in control and now i feel that i have lost it,1,sadness
826,827,im used to feeling empty that i dont know what happiness feels like,1,sadness
827,828,i feel so discouraged and lose my sense of inspiration to keep going especially when i see people who do not give their best for the good of pb,1,sadness
828,829,i had a feeling i was doomed when i discovered i liked doing pap smears on family medicine,1,sadness
829,830, i think its fun you gotta hide and defend from your enemy fun huh,1,happiness
830,831,thinking about life and my dreams why does it seem so appealing to give up  im so jealous of every bandartist who is living theirs out,2,sadness
831,832,i dont know why suddenly i thought that what i was feeling for my boyfriend was not really love after almost three years being together this matter of fact shaked me and i felt a great sorrow that i can call sadness,1,sadness
832,833,i am just feeling shitty right now,1,sadness
833,834,i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark,1,happiness
834,835, ahhhhsame here with geometry like i said b4 if i didnt have it i would be graduated so i feel ur pain hun,1,sadness
835,836,i do not feel glamourous,1,happiness
836,837, we did they came out cold  the cheese sauce was good though,1,happiness
837,838, im having exactly the same day you are man just buried over here  followfriday,1,sadness
838,839,i remember feeling absolutely devastated by what i saw,2,sadness
839,840,on my way to shreveport to forget all the bad things hes brought into my life,1,sadness
840,841,i was feeling eager to press on,1,happiness
841,842,i go home feeling simultaneously gutted and determined,1,happiness
842,843,i feel like im a pathetic little desperation,1,sadness
843,844,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,1,sadness
844,845,i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,1,anger
845,846,i feel foolish not putting them but that game was telling,1,sadness
846,847,having to decide on a termination of a pregnancy after discussing it with friends family and the man involved,1,sadness
847,848,im feeling font friendly,1,happiness
848,849,when i come home in the evening the first thing i do is to sit down and smoke a cigarette one day i found the flat in a totally desolate state my girlfriend had wanted to tidy up but had not finished,1,anger
849,850,i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,2,sadness
850,851,i think this feeling is fro trusting in god and sometimes its just apathy,1,happiness
851,852,missed britains got talent    gutted,1,sadness
852,853,sick of fighting so it looks like no more burlesque for me,1,sadness
853,854,going on 1116 days still no new tattoo,1,happiness
854,855,i am feeling good and the runs feel normal,1,happiness
855,856,i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect,1,happiness
856,857,today has me feelin like crap,1,sadness
857,858,i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,1,happiness
858,859,i feel kind of dumb for saying this but i was just upset at how much strength i lost during the last few months,1,sadness
859,860,just watched devil wears prada and i want to live in new york city more than ever why must i be so poor,1,sadness
860,861,when i passed my ba exams,1,happiness
861,862,i know gay analogy but i am feeling weepy,1,sadness
862,863,i even feel valuable as a person,1,happiness
863,864,i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,1,happiness
864,865,i sure hope we do as i feel very isolated without any contact with home,3,sadness
865,866,  you are such a positive thinker i am for sure keeping you around,1,happiness
866,867,social situation  at the pub  a close friend of 2 years told the group around us of advances i had made,1,sadness
867,868,i strongly feel that these are valuable human resources who could actually take the state in the virtuous cycle of development growth prosperity and general well being,1,happiness
868,869, i knew that jus givin u a hard time hehe,1,happiness
869,870,about to present my project,1,happiness
870,871,i have a very very very small circle in which i feel comfortable turning to when the days are maddening,3,happiness
871,872,i dont want to be ugly anymore,1,sadness
872,873,big sam houston is not big enough to overcome the challanges of movingcariphone photography  httpyfrogcom0xhu5j,1,sadness
873,874,ive become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already,1,sadness
874,875,i left feeling pretty disappointed in my casting skills,1,sadness
875,876,has a lot to catch up on from the weekend the bhr hosts have been busy busy busy  httpplurkcomprqpl7,1,sadness
876,877,i felt very sad when i lost my three kwacha at civo stadium when sam mangwana was playing some rumba records that was not what i expected i wanted some disco records,3,sadness
877,878,i can never tell him how i feel and it really sucks because i think he gets really bothered by that,2,anger
878,879, ohhh i remember when you gave your dad a shoutout at the mcr at msg show last year that was so sweet,1,happiness
879,880, haha thats awesome would be cool in a horror movie death scene  maybe not coolbut amusingly ironic,1,happiness
880,881,i feel more confident about this team right now than i did four hours ago,1,happiness
881,882,watching my favorite tv shows on hulucom for free,1,happiness
882,883,when another fellow worker decided to leave the company we had been very close and we would not be able to work with eachother any longer,1,sadness
883,884,when some friends betrayed my friendship,2,anger
884,885,i just feel really pissed off actually and stressed,1,anger
885,886,im feeling awfully proud of myself for sticking to it,1,happiness
886,887,i feel like im the one to be blamed for all things,1,sadness
887,888,im totally digging and all the band business over the last little while i feel like ive been totally socially and emotionally neglectful of a lot of shit in my world,2,sadness
888,889,i spent so much of my pregnancy feeling like a listless slug,1,sadness
889,890,i feel so proud and blessed to be carrying this baby,1,happiness
890,891,i can feel my brain aching from the intense concentration required to try and keep up,1,sadness
891,892,when i heard that a good friend who had been abroad for a long time would come and see me,1,happiness
892,893, quotif i should paint my fingernails green oh and it just so happens i do paint them greenquot  marvelous,1,happiness
893,894,im not feeling quite so adventurous i might just find a quiet spot to read,1,happiness
894,895,we did it last year right around the time the black parade is dead came out awesome times man,1,happiness
895,896, i wanna play with you tonight  pout pout side face,1,sadness
896,897,i feel like i have been really cranky at school these days,2,anger
897,898, its too nice to be inside,1,happiness
898,899,i feel very happy to have inspired is my little sis love of reading and writing,3,happiness
899,900,i never feel lonely as long as people love and support my work,1,sadness
900,901, doc said my bones look quotfine enoughquot also should see a rhumatologist im such am old lady now,1,sadness
901,902,  i figured that but i ended up taking my cousin to work in the rain anyway    but hit me up,1,happiness
902,903, izzy so sorry to hear that  what a disaster,1,sadness
903,904,i dislike feeling needy,1,sadness
904,905, thx for followfriday  im afraid ive been remiss with my blips lately,1,sadness
905,906,i feel his innocent and loving breath on my neck,1,happiness
906,907,i feel so pissed off over an old friend and some friends,1,anger
907,908,ive been feeling a bit messy but im hoping this fresh look will help me figure out a better way to deal,1,sadness
908,909, ohh twpp is falling silent  i was waiting to track ur us version next time maybe btw sunny california sounds good,1,happiness
909,910,i was supremely happy i hear the first few notes or bars of the song and i feel the emotions and smell the fragrance of that happy time,1,happiness
910,911,ughhh have a tummy ache,1,sadness
911,912,yay im out but i have 2 ride home  have 2 take tha yellow limosuper gay,1,happiness
912,914,being away from a very close friend i was away from finland for a year as an exchange student,1,sadness
913,915,found out that the girl i love loves me too,1,happiness
914,916,i can even say my opinion on something without him feel offended,1,anger
915,917,just got skyfire httpgetskyfirecom  firts impressions it looks good but its a little too memory hungry for my ageing htc tytn,1,happiness
916,918, hey twit just watched poor holly on britains got talent  poor thing people are so mean  she only a 10 year old little girl,1,sadness
917,919,cant believe im leaving this place tomorrow,1,sadness
918,920,my degree  tear happy moment  httpmypictme1zpf,1,happiness
919,921,i feel very glad that finland s well known visual artist vesa kivinen had called me to work with him,3,happiness
920,922,im sure this silly little blog is ridiculous but sometimes i just feel so aggravated,2,anger
921,923,i definitely feel appreciative of my boyfriend,1,happiness
922,924, happy mothers day mark,1,happiness
923,925,rove live in 3 mins kinda excited,1,sadness
924,926, glad u feel like cooking im so tired,1,sadness
925,927,when an uncle of mine who was close to me passed away after having had a stroke before his first daughter could be named,1,sadness
926,928,i was very good in the morning as i had been to the gym and done a zumba class followed by half an hour swim which of course i cycled to and from so i was feeling very virtuous,3,happiness
927,929,sigh guess were not gonna meet up today,1,sadness
928,930,i personally feel that it is a very creative present and everything packed inside a brown paper bag,1,happiness
929,931,is going to attempt to cook chunky beef amp mushroom pie tonight  mmm im hungry already,1,happiness
930,932, its nto as good,1,sadness
931,933,i often feel like a traitor to my sex but i am assured by the fact that i feel i am helping men become better candidates for interaction,1,happiness
932,934,comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu joshy,1,sadness
933,935,i feel awful when reading someones emotional posts especially when i am was having mine,1,sadness
934,936, the bag looks stylish congrats,1,happiness
935,937, i cant die  i have a lunch date with rocio coming up plus some new shoes ugh,1,sadness
936,938, happy star wars day,1,happiness
937,939,ive been feeling all listless this two days,1,sadness
938,940,im at work starving,1,sadness
939,941,im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home,1,sadness
940,942,it is kind of lonely when nobody will answer their phone,1,sadness
941,943,i hate the feeling of being needy or vulnerable to something or someone that sometimes it seems like youre an addict,1,sadness
942,944,i am supposed to go about being strong when i feel so inhibited,1,sadness
943,495,i feel triumphant and even thought it may be just a fleeting moment i am enjoying the power of motherhood,1,happiness
944,496,i feel like my life is the movie sweet home alabama,1,happiness
945,947,i am feeling so invigorated and so ready to keep pushing on to goal,2,happiness
946,948,talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc,3,sadness
947,949, o aw frank  i like that movie its cool i dont fully understand but i think thats cool ,1,happiness
948,950,ii wanna go home for thee weekend  but ii have no gas sukks ,1,sadness
949,951,my grandfather died i went to the mortuary and saw the corpse,1,sadness
950,952,when i learnt that my best friend had failed the exams,1,anger
951,953, oh hun im sorry out of everything youve been through the last thing you deserve is to be unhappy at home,1,sadness
952,954,im told by horsey people that they are a rare find so i feel quite lucky,1,happiness
953,955, have a good time,1,happiness
954,596,the high school entrance exam,1,happiness
955,957,i feel reassured about the safety of canadas food supply because there are government food inspection agencies that govern the safety of food,1,happiness
956,958,i think i was also having a pity party because i am feeling a bit frustrated with how little time i seem to have each day,2,anger
957,959,i want you on the trip that i feel is cool,1,happiness
958,960,i am very motivated to learn from the lessons of history because otherwise i feel that we are doomed to repeat the same mistakes,1,sadness
959,961,putting 3 new consultants to work this week its a good feeling  congrats on your offers,1,happiness
960,962,i feel pretty eager to get it done as i have a fun plan for quilting it,2,happiness
961,963,when i heard my name being announced on the radio that i had been successful in an interview for admittance for a medical assistant training course i was really happy and i enjoyed myself by dancing to music from the radio cassette,1,happiness
962,964, morning,1,happiness
963,965,when i had to come back from my village last christmas,1,sadness
964,966,i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,1,sadness
965,967,good morning twitterworld  slept too less,1,happiness
966,968,i regret not going to the movie audition today  seems like my neighbors are gonna get a call back   httpmylocme21rk,1,sadness
967,969,   i fell asleep on the beach and didnt put on enough sunscreen  lol,1,sadness
968,970,could not get into the university i wanted to get in,1,sadness
969,971,when my first love was not successful,1,sadness
970,972,i feel they look a little awkward just below,2,sadness
971,973, not having your lights on concerns me lol stay safe,1,happiness
972,974,its an undeniable truth  i suck at talking to people  no good at making a connection  i come off as either strange or distant,1,sadness
973,975, lol who know the president could be a comedian,1,happiness
974,976,i missed your calls,1,sadness
975,977, ahhhhhhh its my 16th birthday  and i cant belive i found out im seeing yous tonight  best present everr lt333333333,1,happiness
976,978,going away for the weekend leaving my college room open  when i returned several friends had had a party there leaving the mess,1,anger
977,979,i feel this may be a popular topic in the blogosphere,1,happiness
978,980,when i went to a job interview i met a person who was very nice and his attitude made me glad,1,happiness
979,981,at my summer job nobody looked after me in particular and i had to learn all on my own,1,anger
980,982,i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,1,happiness
981,983,i have a feeling that its too sociable,1,happiness
982,984,found out that my grandmother might have been misdiagnosed as a psychiatric patient because the doctor did not know about neurologism,1,sadness
983,985, haha yeah i think its a bit of both,1,happiness
984,986,i met you i used to want to lock myself into a vault just to feel precious,1,happiness
985,987, i think my niece got me sickee  lame,1,happiness
986,988, but yeahim sad about my quotravenclawquot account i love that account to bits,1,sadness
987,989, haha s i started yesterday my dad helped me so much,1,happiness
988,990,i feel perfect with you comments img src http sadlovequotesforhim,1,happiness
989,991,i start to feel groggy as if i have been drugged,1,sadness
990,992,rught brb on me ipod if i randomly go off its cos me internet breaks,1,anger
991,993,when a close friend failed to live up to the expectations i had of him  thereby causing pain to his spouse i believe that my anger was probably a reaction of fear that i wouldnt be able to live up to my own expectations,1,anger
992,994,new logo for all the web cheak itgallethoo,1,happiness
993,995,when i won my car,1,happiness
994,996,cant find my red lighter that reminds me of amy,1,sadness
995,997,i feel kind of ashamed when i write down things like sat on the couch and watched antm marathon,1,sadness
996,998, haha hi mum wow yes very modern of you now you just need to get a facebook account ps talk to me by writing ,1,happiness
997,999,its been so nice all day and now it looks like its going to rainjust when i was getting excited about taking photos when i get home,1,happiness
998,1000,i feel very needy,3,sadness
999,1001,well twitts i was waiting on a response from  but shes out partying and having a good timeso maybe some other day,1,sadness
1000,1002,i feel like i need to keep pinching myself to be sure tis is all real,1,happiness
1001,1003,i have lost kg and feeling fab,1,happiness
1002,1004, nice new profile picture glad to see some friends in there,1,happiness
1003,1005,i wont feel deprived and can stick with this,1,sadness
1004,1006,i also loved bruise brothers it was so much fun playing alongside so many brilliant skaters and feeling useful on track,1,happiness
1005,1007,i got into an argument with a photographer for whom i had to pose twelve times over  a period of four weeks before i could get a snap of mine  every time the film was processed my snap did not come out although the others did,1,anger
1006,1008,i feel reassured to know that i have some good luck in this world,1,happiness
1007,1009, that ur anti is what i understood from the message sorry left off ur dont vote bnp msg at end due 2 space,1,sadness
1008,1010, i didnt want to tell you but i think its your body odour,1,sadness
1009,1011,i had told gerry yesterday that if i feel isolated it is my own fault,1,sadness
1010,1012, girl cries im allergic to seafood,1,sadness
1011,1013,today was the last day of high school for me and i ended up going home sick  stupid dead rats,1,sadness
1012,1014, its simple for those who know how to use it hahaa im glad youre okay  x x x,1,happiness
1013,1015, yeah i am getting to that point need a new phone anyway so its gonna happen real soon,1,happiness
1014,1016,i realized what i am passionate about helping women feel accepted and appreciated,1,happiness
1015,1017,i don t feel the issue is resolved,1,happiness
1016,1018,i would maybe come to feel special about the person given time,1,happiness
1017,1019,ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world,1,happiness
1018,1020,i got lots o crazy shit going on but i am loved and feel hopeful about the future,1,happiness
1019,1021, thanks for making me laugh,1,happiness
1020,1022, i think i got it fixed woo hoo,1,happiness
1021,1023, ugh amp didnt hit me up ok  lol jk what were u doin here,1,sadness
1022,1024,i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn,1,happiness
1023,1025,i feel as hungers savage tooth and when no dinner is in sight the dinner bells a sound of ruth,1,anger
1024,1026,i have just moved here and already i feel welcomed,1,happiness
1025,1027,i was going through my years worth of photos and i feel so pleased that i have come this far,1,happiness
1026,1028,its so sad  httpbitlyb8jth  i love kelly lt3,1,sadness
1027,1029,ehh i need a break gonna do 3pg essay 2m before work at 5 going to bed now gym in the morning nightttt,1,happiness
1028,1030,i did feel like their relationship seemed a little rushed though,1,anger
1029,1031,ducked off ill be back in ga tomorrow,1,sadness
1030,1032, boom and if you will boom saw the movie last night  really enjoyed it,2,happiness
1031,1033,im feeling rebellious for the sake of being rebellious,1,anger
1032,1034,come join the fun as i through out the first pitch at the legends game may 16th  7 pm   httptinyurlcom6nkpuz,1,happiness
1033,1035,using my old phone  gosh i miss this phone,1,happiness
1034,1036,goodnight beautiful world  sweet dreams olive juice,1,happiness
1035,1037,hell of a lot to do but they say you shouldnt complain theese days who are quottheyquot and can quottheyquot help me in that case,1,sadness
1036,1038,10 more minutes and i never have this class again its kinda sad cause this class is so fun,1,sadness
1037,1039,i feel spiteful toward him,1,anger
1038,1040,i feel insulted whenever people say guys cant cry or feel emotional,1,anger
1039,1041,i am feeling melancholy sad depressed ok even angry that this is my second year without my oldest and youngest daughters klysta passed days ago andrea has chosen to not be with her family,1,sadness
1040,1042, wooo what a fight  goooo vicky  i am with you,1,happiness
1041,1043,i should have been depressed but i was actually feeling inspired,1,happiness
1042,1044, happy birthday let us know what you get up to old boy,1,sadness
1043,1045,ok soooooooooo i did that ive got u in the palm of my hand,1,happiness
1044,1046,are u missing ur frnds  hear to quotmanasellaam quot from kulir100 degree movie its amazing   nanbargale  miss u guys ,1,happiness
1045,1047,i feel like you think im heartless and honestly im really not not about this,1,anger
1046,1048, its pretty good actually a few lame episodes but otherwise good give it a try,1,happiness
1047,1049,i feel so privileged to have been able to see this amazing exhibit,1,happiness
1048,1050,finally got my money too bad it goes to bills,1,sadness
1049,1051,sitting by myself everyone took the good seats,1,sadness
1050,1052,i feel insulted offended and hurt,1,anger
1051,1053,finding out that the university will give first priority to qualified practioners and clinical years to go to your english lectures,1,sadness
1052,1054,i feel better i dont for a little bit,1,happiness
1053,1055,i say i feel alone br style color line height,1,sadness
1054,1056,my uncle died  i felt sad at the funeral,1,sadness
1055,1057,i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,1,sadness
1056,1058,it made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house,3,sadness
1057,1059,good morning campers i got lots of sleep last night thank you thank you ash thank you,1,happiness
1058,1060,would love to say tgif but working at 6am tomorrow,1,sadness
1059,1061,i feel that she doesnt think i appreciate what she did for me and i couldnt be more appreciative,1,happiness
1060,1062,having a cup of tea  i have a cold so its tasting really good,1,happiness
1061,1063,i feel less keen about the army every day,1,happiness
1062,1064,i reckon i could live of yogurt for a week if i had a good selection of flavors,1,happiness
1063,1065,i get the feeling that people have died it s bothered me so much that in the past i ve cried my hair must look perfect whatever the weather all of this anxiety brings me to the end of my tether,1,anger
1064,1066, thats awesome  good idea,1,happiness
1065,1067,im all too familiar with as it leaves me feeling lost and off any form of solid ground,1,sadness
1066,1068,i still feel like there is a lot left to keep me entertained,1,happiness
1067,1069,i feel something like vain because i could raise my score only in years,1,sadness
1068,1070,i sit here feeling blank about this,1,sadness
1069,1071,i am content i am restrained to myself which in turn makes me feel satisfied with the environment i am into myself and thats all i need,1,happiness
1070,1072, thanks btw which mens hairstyles are in right now im growing my hair long  anyway hope you are having a good weekend,1,happiness
1071,1073,i feel like its petty to be worried about it,1,anger
1072,1074,not being alowed on a school camp with the class id been in for 11 years i had stayed down due to illness,1,anger
1073,1075,i miss the feeling of doing of feeling and of actually being useful,1,happiness
1074,1076,i can vent some feelings or keep one person entertained then i will be happy,1,happiness
1075,1077,i feel crappy i eat crappy,1,sadness
1076,1078, fuck im already thinking about all the shows im going to have to miss because im broke,1,sadness
1077,1079,i feel so horrendously ugly these days,1,sadness
1078,1080,i couldnt help but feel a little out of place in our casual attire,1,happiness
1079,1081,i feel sad when i see your son uhuru being persecuted by men of ill will and a woman martha karua is carrying their bags,1,sadness
1080,1082,i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,1,anger
1081,1083,i feel like a woman should be respected at all times therefore i made the right decision he said,1,happiness
1082,1084,i am feeling wonderful filled with hope and faith,1,happiness
1083,1085,i feel grumpy i m going to dig out my xl mens pajama s grab a bar of chocolate put my favorite chick flick in the dvd player and treat myself not like a failure of some kind but like a person who is feeling grumpy who maybe just needs some time to herself,1,anger
1084,1086,i cant hate too much because i feel like shes looking pretty damn flawless in these pics,1,happiness
1085,1087, super excited just bought my tix to see hey monday on 620 again  svetlana j denverco,1,happiness
1086,1088,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,1,anger
1087,1089,at an 80s retro prom wishing he was here to dance with  im gonna miss his great dancing 2nite  but still having a blast amp a few drinks,1,sadness
1088,1090,i broke up with my boyfriend of seven months but it was a very indepth relationship and so after feelings of grief and loss were over i felt an immense sadness,3,sadness
1089,1091,im not joking we had the feeling they were either extremely friendly or they hadnt seen a westerner before,3,happiness
1090,1092,i feel super lonely when its just me and the dogs but at least we are together and im not tdy all the time anymore,3,happiness
1091,1093, sorry to hear that,1,sadness
1092,1094,i should just let him calm down on his own but then ill feel like a neglectful aunt and i so cant have that,1,sadness
1093,1095,i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,1,sadness
1094,1096,i feel a little glamorous i wet the brush,1,happiness
1095,1097,   everyones going to think im a gold digger  hahahaha,1,happiness
1096,1098,going to watch some tv now  crazy night out  up at 7am for work tomorrow  ill live somehow at least it means i finish early,1,happiness
1097,1099,i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,2,sadness
